pool_name,community_address,measurement_date,measurement_employee,ph,turbidity,free_chlorine,unnamed_separator_1,sunscreen_overuse,ph_pump_flow_rate,hypochlorite_pump_flow_rate,motor_pump_flow_rate,filter_diameter,number_of_filters,number_of_motors,heated_pool,community_pool,skimmer_pool,overflow_pool,outdoor_pool,oval_pool,private_pool,public_pool,rectangular_pool_0714,rectangular_pool_07,round_pool,pool_surface_area,contaminating_vegetation,pool_volume,deck_grass_area,deck_mixed_area,deck_paved_area,unnamed_separator_2,maintenance_employee,maintenance_date,ph_dosing_hours,daily_filtration_hours,ph_dosing_percentage,filter_wash_rinse_time,hypo_dosing_hours,hypo_dosing_percentage,water_temperature,unnamed_separator_3,chemical_dosing_employee,chemical_dosing_date,chemical_t500_qp,chemical_alboral_tablets_250g,chemical_flovil_tablets,chemical_hypo_carboys_20kg,chemical_hypo_gr_chloryte,chemical_hypo_granules_xaka,chemical_hypo_sticks_bayrol,chemical_hypo_tabs_ritocal,chemical_hypo_tablets_200g_qp,chemical_hypo_tablets_xaka,chemical_ph_minus_granules_6kg,chemical_ph_minus_liquid_13_5kg,chemical_ph_minus_liquid_27kg,chemical_protect_and_shine,chemical_sg_xaka_agonet_gr90,chemical_superklar
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",27-05-2025 08:13,Miguel Aracil Carbonell,7.5,0.4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,05-09-2025,,,,,,8.0,,,Miguel Aracil Carbonell,13-06-2025,,,2.0,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",03-06-2025 10:34,Miguel Aracil Carbonell,7.4,0.5,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,26-09-2025,,,,,,,22.8,,Miguel Aracil Carbonell,18-06-2025,,,2.0,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",07-06-2025 11:02,Miguel Aracil Carbonell,7.5,0.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,26-09-2025,,,,,7.0,,,,Miguel Aracil Carbonell,20-06-2025,,,,,,,,,,,,,,,,0.25
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",10-06-2025 08:22,Miguel Aracil Carbonell,7.5,0.3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,26-09-2025,,10.0,,,,,,,Miguel Aracil Carbonell,20-06-2025,0.5,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",13-06-2025 14:13,Miguel Aracil Carbonell,7.5,0.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,29-09-2025,,,,,,,24.3,,Miguel Aracil Carbonell,27-06-2025,0.5,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",16-06-2025 12:30,Miguel Aracil Carbonell,7.5,0.6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,29-09-2025,,,,,,7.0,,,Miguel Aracil Carbonell,27-06-2025,,,,,,,,,,,,,,,,0.25
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",18-06-2025 11:42,Miguel Aracil Carbonell,7.5,0.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,06-10-2025,,,,,6.0,,,,Miguel Aracil Carbonell,01-07-2025,0.5,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",20-06-2025 15:16,Miguel Aracil Carbonell,7.5,0.4,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,06-10-2025,,,,,,,23.7,,Miguel Aracil Carbonell,01-07-2025,,,,,,,,,,,,,,,,0.25
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",23-06-2025 11:26,Miguel Aracil Carbonell,7.5,0.5,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,13-10-2025,,,,,,,22.5,,Miguel Aracil Carbonell,04-07-2025,,,2.0,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",25-06-2025 12:54,Miguel Aracil Carbonell,7.6,0.8,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,13-10-2025,,,,,,6.0,,,Miguel Aracil Carbonell,04-07-2025,0.5,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",27-06-2025 15:22,Miguel Aracil Carbonell,7.6,0.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,13-10-2025,,,,,5.0,,,,Miguel Aracil Carbonell,07-07-2025,0.5,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",01-07-2025 08:11,Miguel Aracil Carbonell,7.5,0.5,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,27-10-2025,,6.0,,,,,,,Miguel Aracil Carbonell,11-07-2025,0.5,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",04-07-2025 15:19,Miguel Aracil Carbonell,7.5,0.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,18-11-2025,,,,,,,19.4,,Miguel Aracil Carbonell,11-07-2025,,,,,,,,,,,,,,,,0.25
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",07-07-2025 12:46,Miguel Aracil Carbonell,7.5,0.5,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,18-11-2025,,,,,3.0,,,,Miguel Aracil Carbonell,18-07-2025,0.5,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",11-07-2025 15:25,Miguel Aracil Carbonell,7.6,0.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,18-11-2025,,,,,,5.0,,,Miguel Aracil Carbonell,18-07-2025,,,,,,,,,,,,,,,,0.25
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",14-07-2025 11:58,Miguel Aracil Carbonell,7.5,0.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,24-11-2025,,,,,,3.0,,,Miguel Aracil Carbonell,22-07-2025,,,,,,,,,,,,,,,,0.25
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",18-07-2025 15:19,Miguel Aracil Carbonell,7.6,0.8,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,24-11-2025,,,,,,,15.2,,Miguel Aracil Carbonell,22-07-2025,0.5,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",22-07-2025 10:34,Miguel Aracil Carbonell,7.6,0.7,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Abel Melquiades Fernández,03-12-2025,,,,,,,12.6,,Miguel Aracil Carbonell,25-07-2025,0.5,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",25-07-2025 15:25,Miguel Aracil Carbonell,7.3,0.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Abel Melquiades Fernández,03-12-2025,,,,,,1.5,,,Miguel Aracil Carbonell,25-07-2025,,,2.0,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",29-07-2025 14:51,Miguel Aracil Carbonell,7.4,0.5,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Abel Melquiades Fernández,17-12-2025,,,,,,,14.6,,Miguel Aracil Carbonell,29-07-2025,0.5,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",01-08-2025 13:52,Miguel Aracil Carbonell,7.4,0.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,01-08-2025,0.5,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",05-08-2025 13:03,Miguel Aracil Carbonell,7.4,0.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,01-08-2025,,,2.0,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",08-08-2025 05:49,Miguel Aracil Carbonell,7.5,0.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,05-08-2025,0.5,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",11-08-2025 13:09,Miguel Aracil Carbonell,7.4,0.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,08-08-2025,,,,,,,,,,,,,,,,0.25
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",15-08-2025 13:00,Miguel Aracil Carbonell,7.5,0.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,08-08-2025,0.5,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",18-08-2025 05:18,Miguel Aracil Carbonell,7.5,0.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,11-08-2025,0.5,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",20-08-2025 13:20,Miguel Aracil Carbonell,7.5,1.2,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,11-08-2025,,,2.0,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",22-08-2025 13:36,Miguel Aracil Carbonell,7.5,1.1,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,15-08-2025,0.5,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",25-08-2025 12:24,Miguel Aracil Carbonell,7.6,0.7,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,15-08-2025,,,2.0,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",29-08-2025 15:20,Miguel Aracil Carbonell,7.5,0.4,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,18-08-2025,,,,,,1.5,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",01-09-2025 05:47,Miguel Aracil Carbonell,7.6,0.5,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,18-08-2025,,,,,,,,,,,,,,,,0.25
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",05-09-2025 14:25,Miguel Aracil Carbonell,7.4,0.3,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,22-08-2025,,,2.0,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",09-09-2025 08:40,Miguel Aracil Carbonell,7.6,0.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,22-08-2025,0.5,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",12-09-2025 12:45,Miguel Aracil Carbonell,7.6,0.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,25-08-2025,0.5,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",15-09-2025 11:53,Miguel Aracil Carbonell,7.5,0.4,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,29-08-2025,0.5,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",17-09-2025 13:27,Miguel Aracil Carbonell,7.4,0.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,29-08-2025,,,2.0,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",19-09-2025 14:22,Miguel Aracil Carbonell,7.6,0.4,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,01-09-2025,,,,,,,,,,,,,,,,0.25
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",22-09-2025 12:24,Miguel Aracil Carbonell,7.6,0.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natalia Martin Garcia,16-09-2025,,,,400.0,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",26-09-2025 10:59,Miguel Aracil Carbonell,7.8,0.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,06-10-2025,,,,,2.5,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",29-09-2025 13:13,Miguel Aracil Carbonell,7.7,0.4,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",06-10-2025 11:16,Miguel Aracil Carbonell,7.6,0.4,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",13-10-2025 13:31,Miguel Aracil Carbonell,7.8,1.0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",17-10-2025 12:12,Miguel Aracil Carbonell,7.5,0.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",20-10-2025 11:20,Miguel Aracil Carbonell,7.6,0.4,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",27-10-2025 14:07,Miguel Aracil Carbonell,7.8,0.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",04-11-2025 10:53,Miguel Aracil Carbonell,7.7,0.4,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",11-11-2025 10:56,Miguel Aracil Carbonell,7.6,0.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",18-11-2025 14:08,Miguel Aracil Carbonell,7.6,0.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",24-11-2025 10:43,Miguel Aracil Carbonell,7.7,0.4,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",03-12-2025 13:44,Abel Melquiades Fernández,7.7,0.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",17-12-2025 10:38,Abel Melquiades Fernández,7.7,0.5,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",22-12-2025 10:31,Miguel Aracil Carbonell,7.7,0.4,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parque Sport IV (22),"Carrera Deportista Ramon Mendizabal, 19 , Alicante, España",29-12-2025 09:05,Miguel Aracil Carbonell,7.7,0.3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",08-01-2025 10:18,Miguel Aracil Carbonell,7.6,0.4,2.6,,,,,,500.0,,,,1.0,1.0,,1.0,,,,,,1.0,34.0,,17.0,,,,,Jose Pedro Gonzalvez Gomez,08-01-2025,,,,1.0,,,,,Miguel Aracil Carbonell,08-01-2025,,,,,,,,,,,,,,,0.1,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",13-01-2025 10:45,Miguel Aracil Carbonell,7.8,0.3,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Jose Pedro Gonzalvez Gomez,14-01-2025,,,,1.0,,,,,Miguel Aracil Carbonell,21-01-2025,,,,,,0.2,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",21-01-2025 09:49,Miguel Aracil Carbonell,7.8,0.4,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Jose Pedro Gonzalvez Gomez,22-01-2025,,,,1.0,,,,,Miguel Aracil Carbonell,27-01-2025,,,,,,,,,,,,,,,0.1,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",27-01-2025 09:35,Miguel Aracil Carbonell,7.8,0.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Jose Pedro Gonzalvez Gomez,29-01-2025,,,,1.0,,,,,Miguel Aracil Carbonell,04-02-2025,,,,,,,,,,,,,,,0.1,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",04-02-2025 09:32,Miguel Aracil Carbonell,7.8,0.3,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Jose Pedro Gonzalvez Gomez,04-02-2025,,,,1.0,,,,,Miguel Aracil Carbonell,18-02-2025,,,,,,,,,,,,,,,0.2,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",10-02-2025 09:30,Miguel Aracil Carbonell,7.8,0.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Jose Pedro Gonzalvez Gomez,12-02-2025,,,,1.0,,,,,Miguel Aracil Carbonell,24-02-2025,,,,,,,,,,,,,,,0.1,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",18-02-2025 09:54,Miguel Aracil Carbonell,7.7,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Jose Pedro Gonzalvez Gomez,18-02-2025,,,,1.0,,,,,Miguel Aracil Carbonell,03-03-2025,,,,,,,,,,,,,,,0.1,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",24-02-2025 10:05,Miguel Aracil Carbonell,7.7,0.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jose Pedro Gonzalvez Gomez,25-02-2025,,,,1.0,,,,,Máximo  García Belló,13-03-2025,,,,,,,,,,,,,,,0.3,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",03-03-2025 09:43,Miguel Aracil Carbonell,7.7,0.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Jose Pedro Gonzalvez Gomez,11-03-2025,,,,1.2,,,,,Miguel Aracil Carbonell,24-03-2025,,,,,,,,,,,,,,,0.2,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",13-03-2025 07:47,Máximo  García Belló,7.4,0.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristian  Rodriguez Ros,17-03-2025,,,,2.0,,,,,Miguel Aracil Carbonell,31-03-2025,,,,,,,,,,,,,,,0.2,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",21-03-2025 08:38,Miguel Aracil Carbonell,7.7,0.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristian  Rodriguez Ros,31-03-2025,,,,1.0,,,,,Miguel Aracil Carbonell,14-04-2025,0.5,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",24-03-2025 10:24,Miguel Aracil Carbonell,7.7,0.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristian  Rodriguez Ros,14-04-2025,,,,1.5,,,,,Miguel Aracil Carbonell,14-04-2025,,,,,,,,,,0.2,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",31-03-2025 10:00,Miguel Aracil Carbonell,7.5,0.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristian  Rodriguez Ros,21-04-2025,,,,1.5,,,,,Miguel Aracil Carbonell,29-04-2025,0.5,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",14-04-2025 10:07,Miguel Aracil Carbonell,7.6,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,29-04-2025,,8.0,,,,,,,Miguel Aracil Carbonell,20-05-2025,0.5,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",22-04-2025 10:55,Miguel Aracil Carbonell,7.5,0.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristian  Rodriguez Ros,06-05-2025,,,,1.5,,,,,Miguel Aracil Carbonell,05-06-2025,0.5,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",29-04-2025 10:05,Miguel Aracil Carbonell,7.6,0.4,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristian  Rodriguez Ros,14-05-2025,,,,1.5,,,,,Miguel Aracil Carbonell,14-06-2025,0.5,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",06-05-2025 10:34,Miguel Aracil Carbonell,7.4,0.4,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristian  Rodriguez Ros,21-05-2025,,,,1.5,,,,,Miguel Aracil Carbonell,21-06-2025,0.5,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",13-05-2025 10:23,Miguel Aracil Carbonell,7.6,0.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristian  Rodriguez Ros,28-05-2025,,,,1.5,,,,,Miguel Aracil Carbonell,28-06-2025,0.5,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",20-05-2025 09:35,Miguel Aracil Carbonell,7.5,0.3,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,27-09-2025,,10.0,,,,,,,Miguel Aracil Carbonell,03-07-2025,0.5,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",27-05-2025 09:22,Miguel Aracil Carbonell,7.4,0.3,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,11-10-2025,,8.0,,,,,,,Miguel Aracil Carbonell,08-07-2025,0.5,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",03-06-2025 06:34,Miguel Aracil Carbonell,7.4,0.4,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,27-10-2025,,6.0,,,,,,,Miguel Aracil Carbonell,15-07-2025,0.5,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",05-06-2025 06:32,Miguel Aracil Carbonell,7.4,0.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Abel Melquiades Fernández,03-12-2025,,,,,,,12.6,,Miguel Aracil Carbonell,19-07-2025,0.5,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",07-06-2025 10:10,Miguel Aracil Carbonell,7.4,0.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,24-07-2025,0.5,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",10-06-2025 09:29,Miguel Aracil Carbonell,7.3,0.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,29-07-2025,0.5,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",12-06-2025 10:20,Miguel Aracil Carbonell,7.3,0.3,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,02-08-2025,0.5,,,,,,,,,,,,,,,
Luz y Mar (piscina infantil Norte)  (35),"Calle Ecuador,1 y Panama , 2 Alicante, España",14-06-2025 09:38,Miguel Aracil Carbonell,7.3,0.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,07-08-2025,,,,,,,,,,0.2,,,,,,
